_ - rank,Profile,name,url,state,_ - revenue,_ - growth,_ - industry,_ - workers,_ - founded,_ - yrs_on_list,_ - previous_workers,_ - metro,city
2852,https://www.inc.com/profile/insureyourcompanycom,InsureYourCompany.com,insureyourcompany.com,NJ,4900000,131.5158,Insurance,24,2001,1,17,New York City,Manalapan
2855,https://www.inc.com/profile/smartsites,SmartSites,http://smartsites.com,NJ,4900000,131.3126,Advertising & Marketing,81,2011,3,48,New York City,Paramus
3379,https://www.inc.com/profile/lexicon-solutions,Lexicon Solutions,lexiconsolutions.com,OR,4900000,105.5471,IT Management,65,2004,4,35,,Portland
3495,https://www.inc.com/profile/wonita-international,Wonita International,danzia.com,CA,4900000,100.5579,Consumer Products & Services,25,2011,1,8,San Jose,SAN JOSE
3760,https://www.inc.com/profile/logical-media-group,Logical Media Group,logicalmediagroup.com,IL,4900000,89.6634,Advertising & Marketing,34,2006,4,25,Chicago,Chicago
4168,https://www.inc.com/profile/winstons-of-northern-virginia,Winston's of Northern Virginia,winstonsservices.com,VA,4900000,75.3247,Construction,45,1989,1,21,"Washington, DC",Fairfax
4336,https://www.inc.com/profile/timber-industries,Timber Industries,timberindustries.com,MD,4900000,69.9997,Manufacturing,5,2013,1,4,Baltimore,Cockeysville
4429,https://www.inc.com/profile/hasko-trading,Hasko Trading,haskotrading.com,CA,4900000,67.2422,Manufacturing,22,2014,1,46,Los Angeles,Santa Fe Springs
4437,https://www.inc.com/profile/pyramid-dental-integration,Pyramid Dental Integration,viennasmilesva.com,VA,4900000,66.9798,Health,42,2010,1,12,"Washington, DC",Vienna
4482,https://www.inc.com/profile/the-eye-doctors,The Eye Doctors,http://theeyedocs.com,FL,4900000,65.8973,Health,31,2008,1,33,Tampa,Tampa
4522,https://www.inc.com/profile/right-height-manufacturing,Right Height Manufacturing,http://rightheightmfg.com,NH,4900000,64.8979,Manufacturing,8,1991,3,11,,Manchester
4783,https://www.inc.com/profile/snapshot-interactive,SnapShot Interactive,snapshotinteractive.com,TN,4900000,58.4547,Advertising & Marketing,45,2010,5,28,Nashville,Nashville
4807,https://www.inc.com/profile/raw-artists,RAW Artists,rawartists.com,CA,4900000,57.9293,Advertising & Marketing,65,2009,1,35,Los Angeles,Los Angeles
322,https://www.inc.com/profile/common-thread-collective,Common Thread Collective,commonthreadco.com,CA,5000000,1433.9761,Advertising & Marketing,47,2014,2,8,Los Angeles,Newport Beach
570,https://www.inc.com/profile/tierra-encantada,Tierra Encantada,http://tierraencantada.com,MN,5000000,773.746,Education,90,2013,1,15,Minneapolis,Minneapolis
594,https://www.inc.com/profile/JBK-Wellness-Labs,JBK Wellness Labs,http://jbkwellnesslab,CA,5000000,749.8904,Manufacturing,14,2012,1,2,San Diego,San Diego
664,https://www.inc.com/profile/satelles,Satelles,satellesinc.com,VA,5000000,658.2401,Security,19,2007,1,7,"Washington, DC",Herndon
762,https://www.inc.com/profile/dr-squatch,Dr. Squatch,drsquatch.com,CA,5000000,571.4859,Consumer Products & Services,5,2013,2,3,,San Diego
780,https://www.inc.com/profile/kaimetrix,Kaimetrix,kaimetrix.com,NC,5000000,554.6188,Government Services,29,2013,2,5,"Raleigh, NC",Holly Springs
945,https://www.inc.com/profile/rkb-handyman-services,RKB Handyman Services,rkb247.com,NY,5000000,449.0669,Retail,12,2014,1,5,New York City,Hauppauge
956,https://www.inc.com/profile/tipping-point-solutions,Tipping Point Solutions,tp-solutions.com,CO,5000000,443.5866,Education,36,2011,2,9,Denver,Centennial
1067,https://www.inc.com/profile/the-kool-source,The Kool Source,thekoolsource.net,GA,5000000,393.3721,Advertising & Marketing,2,2013,1,1,Atlanta,Atlanta
1136,https://www.inc.com/profile/siege-media,Siege Media,siegemedia.com,CA,5000000,367.1459,Advertising & Marketing,62,2012,3,9,San Diego,San Diego
1286,https://www.inc.com/profile/curlkit,Curlkit,curlkit.com,NJ,5000000,319.8361,Advertising & Marketing,5,2011,1,4,,EWING
1297,https://www.inc.com/profile/triple-e-equipment,Triple E Equipment,e3equipment.com,FL,5000000,317.4932,Retail,15,2013,2,1,Miami,Pompano Beach
1317,https://www.inc.com/profile/rent-ready,Rent Ready,http://rentready.com,NC,5000000,312.2632,Real Estate,26,2013,1,5,Charlotte,Charlotte
1402,https://www.inc.com/profile/youtech,Youtech,youtechagency.com,IL,5000000,294.0566,Advertising & Marketing,40,2012,1,15,Chicago,Naperville
1426,https://www.inc.com/profile/sigma-software,SIGMA SOFTWARE,sigmasoftusa.com,TX,5000000,289.951,IT System Development,45,2011,1,15,Dallas,Dallas
1565,https://www.inc.com/profile/ruckus-marketing,Ruckus Marketing,ruckusmarketing.com,NY,5000000,264.302,Advertising & Marketing,25,2005,4,13,New York City,New York
1651,https://www.inc.com/profile/r2c,R2C,r2c-inc.com,AL,5000000,249.2939,Government Services,26,2011,1,13,"Huntsville, AL",Huntsville
1659,https://www.inc.com/profile/westview-productions,Westview Productions,westviewproductions.com,CO,5000000,247.5575,Construction,19,2004,1,9,Denver,Arvada
1786,https://www.inc.com/profile/bolton-remote,Bolton Remote,boltonremote.com,CA,5000000,228.5659,Business Products & Services,235,2013,2,108,San Jose,Santa Clara
1791,https://www.inc.com/profile/dave-burgess-consulting,Dave Burgess Consulting,daveburgessconsulting.com,CA,5000000,228.0277,Education,6,2012,2,2,San Diego,San Diego
1846,https://www.inc.com/profile/zero-gravity-marketing,Zero Gravity Marketing,zerogravitymarketing.com,CT,5000000,220.1159,Advertising & Marketing,42,2012,1,24,,Madison
1912,https://www.inc.com/profile/rhino-fleet-tracking,Rhino Fleet Tracking,rhinofleettracking.com,TX,5000000,209.5899,Software,29,2007,1,8,Dallas,Argyle
1922,https://www.inc.com/profile/reliant-vision-group,Reliant Vision Group,http://reliantvision.com,NJ,5000000,208.4482,IT System Development,71,2013,2,30,New York City,Iselin
2028,https://www.inc.com/profile/maui-resort-rentals,Maui Resort Rentals,mauiresortrentals.com,HI,5000000,198.2522,Travel & Hospitality,35,2010,2,10,,Lahaina
2067,https://www.inc.com/profile/quantum-dynamics,Quantum Dynamics,quantumdynamics365.com,IL,5000000,194.8681,IT Management,20,2009,1,8,Chicago,Lake Forest
2070,https://www.inc.com/profile/huss-brewing,Huss Brewing,hussbrewing.com,AZ,5000000,194.8275,Food & Beverage,26,2013,1,10,Phoenix,Tempe
2194,https://www.inc.com/profile/new-project,New Project,newproject.cc,NY,5000000,183.7366,Manufacturing,32,2004,3,12,New York City,Brooklyn
2224,https://www.inc.com/profile/webspec-design,Webspec Design,webspecdesign.com,IA,5000000,180.9138,Software,53,2000,1,29,"Des Moines, IA",Urbandale
2477,https://www.inc.com/profile/silver-lining-design-group,Silver Lining Design Group,silverliningdg.com,MD,5000000,159.4705,Travel & Hospitality,12,2014,1,4,"Washington, DC",Rockville
2558,https://www.inc.com/profile/tridiuum,Tridiuum,tridiuum.com,PA,5000000,153.1428,Software,26,2000,1,15,Philadelphia,Philadelphia
2634,https://www.inc.com/profile/key-credit-repair,Key Credit Repair,keycreditrepair.com,MA,5000000,147.8252,Financial Services,65,2008,4,30,Boston,Boston
3011,https://www.inc.com/profile/protocol-networks,Protocol Networks,protocolnetworks.com,RI,5000000,123.3092,IT Management,28,2000,1,14,,Johnston
3087,https://www.inc.com/profile/mattingly-concrete,Mattingly Concrete,mattinglyconcrete.com,IN,5000000,119.8725,Construction,49,1987,2,27,"Indianapolis, IN",Indianapolis
3339,https://www.inc.com/profile/shore-funding-solutions,Shore Funding Solutions,shorefundingsolutions.com,NY,5000000,107.2731,Financial Services,55,2014,2,25,New York City,Melville
3480,https://www.inc.com/profile/webmechanix,WebMechanix,webmechanix.com,MD,5000000,100.9632,Advertising & Marketing,45,2009,5,23,Baltimore,Columbia
4224,https://www.inc.com/profile/jones-pr,Jones PR,jones.pr,OK,5000000,73.2451,Advertising & Marketing,17,2001,5,15,"Oklahoma City, OK",Oklahoma City
4281,https://www.inc.com/profile/codev,CoDev,codev.com,UT,5000000,71.5818,Human Resources,159,2010,2,145,"Provo-Orem, UT",LEHI
4397,https://www.inc.com/profile/college-hunks-hauling-junk-moving-of-long-island,College Hunks Hauling Junk & Moving of Long Island,collegehunkshaulingjunk.com/long-island,NY,5000000,68.1626,Logistics & Transportation,110,2011,2,55,New York City,Bohemia
4488,https://www.inc.com/profile/edg,EDG,edgnyc.com,NY,5000000,65.781,Engineering,28,2005,3,18,New York City,New York
4648,https://www.inc.com/profile/accellis-technology-group,Accellis Technology Group,accellis.com,OH,5000000,61.5656,IT Management,30,2001,3,17,Cleveland,Cleveland
4810,https://www.inc.com/profile/re-360,RE 360,re360co.com,PA,5000000,57.8505,Real Estate,33,2009,4,14,"Pittsburgh, PA",Pittsburgh
4848,https://www.inc.com/profile/air-control-air-conditioning,Air Control Air Conditioning,aircontrolaz.com,AZ,5000000,56.8383,Construction,31,1990,1,12,,Lake Havasu City
55,https://www.inc.com/profile/dropified,Dropified,dropified.com,AL,5100000,4971.4549,Business Products & Services,30,2015,1,2,"Birmingham, AL",Birmingham
83,https://www.inc.com/profile/asset-panda,Asset Panda,http://assetpanda.com,TX,5100000,3778.5391,Software,50,2012,2,15,Dallas,Frisco
113,https://www.inc.com/profile/austin-cryo-ventures,Austin Cryo Ventures,http://restorecryotherapy.com,TX,5100000,3031.4203,Health,15,2015,1,2,Austin,Austin
206,https://www.inc.com/profile/world-housing-solution,World Housing Solution,worldhousingsolution.com,FL,5100000,1972.0257,Manufacturing,29,2011,2,3,"Orlando, FL",SANFORD
386,https://www.inc.com/profile/gcubed-enterprises,GCubed Enterprises,gcubedinc.com,VA,5100000,1191.9137,IT Management,47,2014,1,6,"Washington, DC",Stafford
498,https://www.inc.com/profile/pbg-consulting,PBG Consulting,pbgconsult.com,VA,5100000,870.5457,IT Management,28,2010,1,2,"Washington, DC",Mclean
778,https://www.inc.com/profile/team-adhoc,Team Adhoc,teamadhoc.com,CA,5100000,555.7292,Business Products & Services,75,2014,1,5,Los Angeles,Pasadena
833,https://www.inc.com/profile/integrative-physiatry,Integrative Physiatry,integrativephysiatry.com,CA,5100000,510.3643,Health,46,2014,1,2,Los Angeles,Irvine
835,https://www.inc.com/profile/southern-designs,Southern Designs,http://southerndesigns.net,LA,5100000,508.6488,Manufacturing,40,2008,3,15,,Vidalia
901,https://www.inc.com/profile/orion-consulting-group,Orion Consulting Group,orioncgi.com,MD,5100000,472.0827,Government Services,57,2013,1,9,"Washington, DC",Derwood
934,https://www.inc.com/profile/beer-home-team,Beer Home Team,sandiegohomefinder.com,CA,5100000,456.3029,Real Estate,31,2008,3,8,San Diego,San Diego
950,https://www.inc.com/profile/inter-op,Inter-Op,http://inter-op.net,VA,5100000,447.8459,IT Management,52,2004,2,15,Virginia Beach,Virginia Beach
999,https://www.inc.com/profile/sumo-communications,SUMO Communications,sumocom.com,UT,5100000,424.4421,Telecommunications,12,2002,2,2,"Ogden-Clearfield, UT",Centerville
1211,https://www.inc.com/profile/oklahoma-led,Oklahoma LED,oklahomaled.com,OK,5100000,338.6578,Construction,22,2012,3,2,"Tulsa, OK",Tulsa
1220,https://www.inc.com/profile/kbmax,KBMax,kbmax.com,TX,5100000,336.7548,Software,22,2009,2,9,Austin,Austin
1486,https://www.inc.com/profile/jb-software-and-consulting,JB Software and Consulting,jbsac.com,TX,5100000,277.3421,Business Products & Services,60,2004,1,6,Dallas,Allen
1675,https://www.inc.com/profile/weris,Weris,weris-inc.com,VA,5100000,244.2942,Government Services,50,2003,1,10,"Washington, DC",Sterling
1760,https://www.inc.com/profile/petra-coach,Petra Coach,petracoach.com,TN,5100000,231.0289,Business Products & Services,23,2011,3,3,Nashville,Franklin
1867,https://www.inc.com/profile/rootstrap,Rootstrap,rootstrap.com,CA,5100000,216.6938,Software,76,2015,1,23,Los Angeles,West Hollywood
1979,https://www.inc.com/profile/kline-home-exteriors,Kline Home Exteriors,klinehomeexteriors.com,OH,5100000,202.8894,Construction,17,2009,1,7,,Dundee
2082,https://www.inc.com/profile/heartcore-women,Heartcore Women,heartcorebusiness.com,CA,5100000,193.8396,Business Products & Services,23,2012,1,4,San Diego,Solana Beach
2285,https://www.inc.com/profile/medevoke,MedEvoke,medevoke.com,NJ,5100000,175.9365,Health,17,1999,1,5,New York City,High Bridge
2465,https://www.inc.com/profile/independent-trust-company-of-america,Independent Trust Company of America,independenttrust.com/index,SD,5100000,160.8247,Financial Services,28,1997,1,17,,Rapid City
2581,https://www.inc.com/profile/the-surface-masters,The Surface Masters,thesurfacemasters.com,GA,5100000,151.6074,Construction,21,2011,4,10,Atlanta,Marietta
2786,https://www.inc.com/profile/corsis,Corsis,corsis.com,NJ,5100000,135.6262,Software,22,1993,3,12,New York City,Livingston
2795,https://www.inc.com/profile/eight-bit-studios,Eight Bit Studios,eightbitstudios.com,IL,5100000,134.9528,Software,40,2008,4,17,Chicago,Chicago
2916,https://www.inc.com/profile/connectpay,ConnectPay,connectpayusa.com,MA,5100000,128.371,Business Products & Services,57,2008,1,17,Boston,Foxborough
3156,https://www.inc.com/profile/core-nutritionals,Core Nutritionals,corenutritionals.com,VA,5100000,116.0683,Health,7,2004,4,3,"Washington, DC",Ashburn
3405,https://www.inc.com/profile/jamaica-cottage-shop,Jamaica Cottage Shop,jamaicacottageshop.com,VT,5100000,103.9819,Manufacturing,50,1995,2,30,,South Londonderry
3569,https://www.inc.com/profile/allworld-project-management,Allworld Project Management,allworldpm.com,TN,5100000,97.9323,Engineering,47,2010,1,13,,Memphis
3575,https://www.inc.com/profile/occams-advisory,Occams Advisory,occamsadvisory.com,MD,5100000,97.7724,Business Products & Services,8,2012,4,4,New York City,Baltimore
3577,https://www.inc.com/profile/swag-promo,Swag Promo,orderswag.net,GA,5100000,97.7261,Advertising & Marketing,12,2012,1,6,Atlanta,Atlanta
4270,https://www.inc.com/profile/consolidus,Consolidus,consolidus.com,OH,5100000,72.0048,Advertising & Marketing,12,2006,3,13,,Akron
4341,https://www.inc.com/profile/lighthouse-lab-services,Lighthouse Lab Services,lighthouselabservices.com,NC,5100000,69.8327,Health,29,2013,2,9,"Raleigh, NC",Holly Springs
4376,https://www.inc.com/profile/maverick-networks,Maverick Networks,mavericknetworks.net,CA,5100000,68.7615,Telecommunications,17,2003,3,12,San Francisco,Folsom
4386,https://www.inc.com/profile/gnt-solutions,GNT Solutions,gntsolutions.com,CA,5100000,68.5043,IT Management,20,2004,3,10,"Sacramento, CA",Sacramento
4929,https://www.inc.com/profile/280-group,280 Group,280group.com,CA,5100000,54.3397,Business Products & Services,16,1998,3,8,San Jose,Los Gatos
279,https://www.inc.com/profile/checkedup,CheckedUp,checkedup.com,NY,5200000,1567.7859,Health,45,2012,2,5,New York City,New York
429,https://www.inc.com/profile/simple-technology-solutions,Simple Technology Solutions,keepitsts.com,DC,5200000,1052.2937,IT System Development,30,2013,1,15,"Washington, DC",Washington
673,https://www.inc.com/profile/vividcortex,VividCortex,vividcortex.com,VA,5200000,650.2966,Software,41,2012,2,17,"Columbia, SC",Charlottesville
676,https://www.inc.com/profile/village-realty,Village Realty,vratl.com,GA,5200000,643.6674,Real Estate,10,2014,1,5,Atlanta,Atlanta
874,https://www.inc.com/profile/walk-west,Walk West,walkwest.com,NC,5200000,486.8267,Advertising & Marketing,38,2007,2,7,"Raleigh, NC",Raleigh
923,https://www.inc.com/profile/chad-t-wilson-law-firm-pllc,Chad T. Wilson Law Firm,http://cwilsonlaw.com,TX,5200000,459.181,Consumer Products & Services,22,2011,2,3,Houston,Webster
947,https://www.inc.com/profile/rivs,RIVS,rivs.com,IL,5200000,448.3944,Software,34,2011,2,28,Chicago,Chicago
954,https://www.inc.com/profile/gen-y-hitch,GEN-Y Hitch,genyhitch.com,IN,5200000,444.3233,Manufacturing,10,2012,2,2,,Nappanee
1134,https://www.inc.com/profile/southwest-site-services,Southwest Site Services,swssusa.com,CA,5200000,367.9867,Construction,40,2012,1,11,"Inland Empire, CA",RIVERSIDE
1335,https://www.inc.com/profile/waste-away-systems,Waste Away Systems,wasteawaysystems.com,OH,5200000,309.0144,Logistics & Transportation,19,2012,2,9,"Columbus, OH",Heath
1408,https://www.inc.com/profile/matt-curtis-real-estate,Matt Curtis Real Estate,mattcurtisrealestate.com,AL,5200000,292.5211,Real Estate,65,2009,3,20,"Huntsville, AL",Madison
1543,https://www.inc.com/profile/healthcaps,HealthCaps,healthcaps.net,FL,5200000,268.8726,Health,10,2013,2,2,Miami,Miami Lakes
1928,https://www.inc.com/profile/vea-foods,VEA Foods,farmo.com,IL,5200000,207.6498,Food & Beverage,5,2012,1,1,Chicago,Chicago
2280,https://www.inc.com/profile/jahnel-group,Jahnel Group,jahnelgroup.com,NY,5200000,176.098,Software,65,2009,3,26,"Albany-Schenectady-Troy, NY",Schenectady
2380,https://www.inc.com/profile/british-swim-school,British Swim School,http://britishswimschool.com,FL,5200000,167.8309,Education,8,1981,3,4,Miami,Fort Lauderdale
2487,https://www.inc.com/profile/new-breed-marketing,New Breed Marketing,newbreedmarketing.com,VT,5200000,158.4255,Advertising & Marketing,49,2002,1,21,,Winooski
3263,https://www.inc.com/profile/optifuse,OptiFuse,optifuse.com,CA,5200000,110.9888,Manufacturing,16,2000,5,9,San Diego,El Cajon
3349,https://www.inc.com/profile/stewardship-investments,Stewardship Investments,333rent.com,MO,5200000,106.9165,Real Estate,18,2011,2,7,"Kansas City, MO-KS",Kansas City
3368,https://www.inc.com/profile/pure-adapt,Pure Adapt,pureadapt.com,NY,5200000,105.9749,Retail,13,2006,5,8,"Albany-Schenectady-Troy, NY",Guilderland Center
3532,https://www.inc.com/profile/49er-communications,49er Communications,49ercommunications.com,CA,5200000,99.2274,Telecommunications,4,1997,7,6,,Nevada City
3687,https://www.inc.com/profile/sherlock-services,Sherlock Services,sherlockservices.com,OH,5200000,94.0081,IT Management,25,1991,1,20,,Barberton
3745,https://www.inc.com/profile/thrive-consulting,Thrive Consulting,thrivethinking.com,GA,5200000,90.8813,Business Products & Services,25,2010,1,16,Atlanta,Atlanta
