Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Headquarters,State,CEO,Forbes Webpage,Profits as % of Assets,Profits as % of Revenue
Vale,68.274,36.781,7.017,88.167,139,Materials,Iron & Steel,South America,Brazil,Brazil,,Eduardo Bartolomeo,http://www.forbes.com/companies/vale/,0.0795876008030215,0.190777847258095
China Pacific Insurance,47.924,54.12,2.718,191.167,140,Financials,Life & Health Insurance,Asia,China,China,,Qing Kong,http://www.forbes.com/companies/china-pacific-insurance/,0.0142179351038621,0.0502217294900222
Anthem,61.643,92.095,3.75,71.571,141,Health Care,Managed Health Care,North America,United States,Indiana,Indiana,Gail K. Boudreaux,http://www.forbes.com/companies/anthem/,0.052395523326487,0.0407188229545578
Telefónica,43.277,57.749,3.72,130.373,141,Telecommunication Services,Telecommunications services,Europe,Spain,Spain,,José María López,http://www.forbes.com/companies/telefonica/,0.028533515375116,0.0644166998562746
Christian Dior,89.566,55.243,3.037,88.332,143,Consumer Discretionary,Apparel/Accessories,Europe,France,France,,Sidney Toledano,http://www.forbes.com/companies/christian-dior/,0.0343816510437893,0.0549752909870934
Generali Group,30.075,92.107,2.724,588.527,144,Financials,Diversified Insurance,Europe,Italy,Italy,,Philippe Donnet,http://www.forbes.com/companies/generali-group/,0.00462850472450712,0.0295742994560674
Iberdrola,55.653,41.381,3.556,129.219,145,Utilities,Electric Utilities,Europe,Spain,Spain,,José Sánchez,http://www.forbes.com/companies/iberdrola/,0.0275191728770537,0.0859331577293927
PNC Financial Services,60.202,20.171,5.317,392.837,146,Financials,Major Banks,North America,United States,Pennsylvania,Pennsylvania,William Demchak,http://www.forbes.com/companies/pnc-financial-services/,0.0135348757881768,0.263596252045015
GlaxoSmithKline,97.632,41.097,4.831,73.953,147,Health Care,Pharmaceuticals,Europe,United Kingdom,United Kingdom,,Emma Walmsley,http://www.forbes.com/companies/glaxosmithkline/,0.0653252741606155,0.117551159452028
Munich Re,36.31,62.872,2.725,311.574,147,Financials,Diversified Insurance,Europe,Germany,Germany,,Joachim Wenning,http://www.forbes.com/companies/munich-re/,0.00874591589798892,0.0433420282478687
Cigna,56.571,48.61,2.637,154.64,149,Health Care,Managed Health Care,North America,United States,Connecticut,Connecticut,David M. Cordani,http://www.forbes.com/companies/cigna/,0.0170525090532851,0.0542480970993623
Medtronic,112.952,30.555,4.919,88.73,150,Health Care,Medical Equipment & Supplies,Europe,Ireland,Ireland,,Omar Ishrak,http://www.forbes.com/companies/medtronic/,0.0554378451482024,0.160988381606938
China Everbright Bank,31.826,33.114,5.115,634.652,151,Financials,Regional Banks,Asia,China,China,,Haijiao Ge,http://www.forbes.com/companies/china-everbright-bank/,0.00805953498925395,0.154466388838558
China Shenhua Energy,57.349,38.403,6.658,85.594,152,Materials,Diversified Metals & Mining,Asia,China,China,,Wen Ling,http://www.forbes.com/companies/china-shenhua-energy/,0.0777858261093067,0.173371871989168
Honeywell International,123.138,40.294,6.742,58.56,153,Industrials,Conglomerates,North America,United States,New Jersey,New Jersey,Darius Adamczyk,http://www.forbes.com/companies/honeywell-international/,0.115129781420765,0.167320196555318
Banco do Brasil,34.467,42.029,3.781,368.373,154,Financials,Regional Banks,South America,Brazil,Brazil,,Ruben Novaes,http://www.forbes.com/companies/banco-do-brasil/,0.0102640530114856,0.0899616931166575
People's Insurance,54.008,73.856,2.033,146.366,155,Financials,Property & Casualty Insurance,Asia,China,China,,Fan Lin,http://www.forbes.com/companies/peoples-insurance/,0.0138898378038616,0.0275265381282496
UniCredit,32.042,31.08,4.482,950.493,156,Financials,Regional Banks,Europe,Italy,Italy,,Jean Pierre Mustier,http://www.forbes.com/companies/unicredit/,0.00471544766768403,0.144208494208494
CK Hutchison,40.7,35.359,4.976,157.388,157,Industrials,Conglomerates,Asia,Hong Kong,Hong Kong,,Kin Fok,http://www.forbes.com/companies/ck-hutchison/,0.0316161333773858,0.140727961763625
Société Générale,24.476,49.456,4.014,1496.873,157,Financials,Major Banks,Europe,France,France,,Frédéric Oudéa,http://www.forbes.com/companies/societe-generale/,0.00268159022174894,0.0811630540278227
ConocoPhillips,74.582,36.372,6.257,69.98,159,Energy,Oil & Gas Operations,North America,United States,Texas,Texas,Ryan Lance,http://www.forbes.com/companies/conocophillips/,0.0894112603601029,0.172027933575278
United Parcel Service,98.268,71.911,4.791,50.016,159,Industrials,Air Courier,North America,United States,Georgia,Georgia,David P. Abney,http://www.forbes.com/companies/united-parcel-service/,0.0957893474088292,0.0666240213597363
VINCI,55.821,52.088,3.519,86.144,159,Industrials,Construction Services,Europe,France,France,,Xavier Huillard,http://www.forbes.com/companies/vinci/,0.0408502043090639,0.0675587467362924
Visa,351.882,21.253,10.378,71.655,162,Financials,Consumer Financial Services,North America,United States,California,California,"Alfred F. Kelly, Jr.",http://www.forbes.com/companies/visa/,0.144832879771126,0.488307533054157
Tokio Marine Holdings,35.777,47.65,3.137,212.136,163,Financials,Property & Casualty Insurance,Asia,Japan,Japan,,Tsuyoshi Nagano,http://www.forbes.com/companies/tokio-marine-holdings/,0.0147876833729306,0.0658342077649528
Bayer,64.127,46.702,2,150.254,164,Materials,Diversified Chemicals,Europe,Germany,Germany,,Werner Baumann,http://www.forbes.com/companies/bayer/,0.0133107937226297,0.0428247184274763
PTT PCL,43.75,72.266,3.667,74.831,165,Energy,Oil & Gas Operations,Asia,Thailand,Thailand,,Chansin Treenuchagron,http://www.forbes.com/companies/ptt-pcl/,0.0490037551282223,0.0507430880358675
Manulife,36.187,28.403,3.703,517.805,166,Financials,Life & Health Insurance,North America,Canada,Canada,,Roy Gori,http://www.forbes.com/companies/manulife/,0.00715134075568988,0.130373552089568
AbbVie,114.662,32.753,5.657,59.352,167,Health Care,Pharmaceuticals,North America,United States,Illinois,Illinois,Richard A. Gonzalez,http://www.forbes.com/companies/abbvie/,0.0953127106078986,0.172717003022624
China Telecom,42.503,57.139,3.244,96.623,168,Telecommunication Services,Telecommunications services,Asia,China,China,,Jie Yang,http://www.forbes.com/companies/china-telecom/,0.0335737867795452,0.0567738322336758
Phillips 66,43.354,111.269,5.589,54.302,169,Energy,Oil & Gas Operations,North America,United States,Texas,Texas,Greg C. Garland,http://www.forbes.com/companies/phillips-66/,0.102924385842142,0.0502296237047156
KDDI,52.502,45.757,5.322,65.232,170,Telecommunication Services,Telecommunications services,Asia,Japan,Japan,,Tadashi Onodera,http://www.forbes.com/companies/kddi/,0.0815857247976453,0.11631007277575
Fiat Chrysler Automobiles,25.552,133.416,4.257,110.74,171,Consumer Discretionary,Auto & Truck Manufacturers,Europe,United Kingdom,United Kingdom,,Michael Manley,http://www.forbes.com/companies/fiat-chrysler-automobiles/,0.0384413942568178,0.0319077172153265
Marathon Petroleum,40.231,96.136,2.779,92.94,171,Energy,Oil & Gas Operations,North America,United States,Ohio,Ohio,Gary R. Heminger,http://www.forbes.com/companies/marathon-petroleum/,0.0299010114052077,0.0289069651327286
Costco Wholesale,108.127,147.237,3.449,42.799,173,Consumer Discretionary,Discount Stores,North America,United States,Washington,Washington,W. Craig Jelinek,http://www.forbes.com/companies/costco-wholesale/,0.0805859949998832,0.0234248184899176
Enbridge,75.318,36.123,2.224,122.203,174,Energy,Oil Services & Equipment,North America,Canada,Canada,,Albert Monaco,http://www.forbes.com/companies/enbridge/,0.0181992258782518,0.0615674224178501
Amgen,109.313,23.768,8.394,66.416,175,Health Care,Biotechs,North America,United States,California,California,Robert Bradway,http://www.forbes.com/companies/amgen/,0.126385208383522,0.35316391787277
SAP,134.852,29.149,4.823,58.862,176,Information Technology,Software & Programming,Europe,Germany,Germany,,Bill McDermott,http://www.forbes.com/companies/sap/,0.0819374129319425,0.165460221619953
Bank of New York Mellon,46.353,19.538,4.022,346.132,177,Financials,Major Banks,North America,United States,New York,New York,Charlie Scharf,http://www.forbes.com/companies/bank-of-ny-mellon/,0.0116198444524054,0.20585525642338
Broadcom,126.125,21.31,6.5,72.11,178,Information Technology,Semiconductors,North America,United States,California,California,Hock E. Tan,http://www.forbes.com/companies/broadcom/,0.0901400637914298,0.305021116846551
SK Hynix,47.645,36.751,14.121,57.052,179,Information Technology,Semiconductors,Asia,South Korea,South Korea,,Seok-Hee Lee,http://www.forbes.com/companies/sk-hynix/,0.247511042557667,0.384234442600201
China Communications Construction,28.896,73.564,2.958,139.895,180,Industrials,Construction Services,Asia,China,China,,Qi Liu,http://www.forbes.com/companies/china-communications-construction/,0.0211444297508846,0.040209885269969
Lockheed Martin,88.875,53.762,5.046,44.876,181,Industrials,Aerospace & Defense,North America,United States,Maryland,Maryland,Marillyn A. Hewson,http://www.forbes.com/companies/lockheed-martin/,0.112443176753721,0.0938581153974927
Itochu,27.46,91.605,3.991,98.739,182,Industrials,Trading Companies,Asia,Japan,Japan,,Masahiro Okafuji,http://www.forbes.com/companies/itochu/,0.0404196923201572,0.0435674908574859
Duke Energy,64.862,24.521,2.666,150.567,183,Utilities,Electric Utilities,North America,United States,North Carolina,North Carolina,Lynn J. Good,http://www.forbes.com/companies/duke-energy/,0.0177064031295038,0.108723135271808
FedEx,51.633,69.2,3.63,54.464,184,Industrials,Air Courier,North America,United States,Tennessee,Tennessee,Frederick W. Smith ,http://www.forbes.com/companies/fedex/,0.0666495299647474,0.0524566473988439
Royal Bank of Scotland,41.272,22.209,2.789,884.178,185,Financials,Major Banks,Europe,United Kingdom,United Kingdom,,Ross McEwan,http://www.forbes.com/companies/royal-bank-of-scotland/,0.00315434222520805,0.12557971993336
Orange,43.622,48.819,2.305,112.292,186,Telecommunication Services,Telecommunications services,Europe,France,France,,Stéphane Richard,http://www.forbes.com/companies/orange/,0.0205268407366509,0.0472152235809828
Barclays,37.984,28.183,2.129,1443.349,187,Financials,Major Banks,Europe,United Kingdom,United Kingdom,,James E. Staley,http://www.forbes.com/companies/barclays/,0.00147504172587503,0.0755419934002768
Union Pacific,125.62,22.832,5.966,59.648,188,Industrials,Railroads,North America,United States,Nebraska,Nebraska,Lance M. Fritz,http://www.forbes.com/companies/union-pacific/,0.100020118025751,0.261299929922915
América Móvil,52.35,53.065,2.522,72.572,189,Telecommunication Services,Telecommunications services,North America,Mexico,Mexico,,Daniel Aboumrad,http://www.forbes.com/companies/america-movil/,0.0347516948685443,0.0475266182983134
Canadian Imperial Bank,36.839,20.151,3.929,468.017,190,Financials,Major Banks,North America,Canada,Canada,,Victor Dodig,http://www.forbes.com/companies/canadian-imperial-bank/,0.00839499419892867,0.194977916728698
Credit Suisse Group,34.414,34.051,2.102,779.992,191,Financials,Major Banks,Europe,Switzerland,Switzerland,,Tidjane Thiam,http://www.forbes.com/companies/credit-suisse-group/,0.002694899434866,0.0617309330122463
Synchrony Financial,23.06,,3.257,105.384,191,Financials,Consumer Financial Services,North America,United States,Connecticut,Connecticut,Margaret Keane,http://www.forbes.com/companies/synchrony-financial/,0.0309060198891672,
NextEra Energy,90.683,16.317,6.652,103.702,193,Utilities,Electric Utilities,North America,United States,Florida,Florida,James L. Robo,http://www.forbes.com/companies/nextera-energy/,0.064145339530578,0.407672979101551
Deere & Company,53.841,38.439,3.401,69.918,194,Industrials,Heavy Equipment,North America,United States,Illinois,Illinois,Samuel R. Allen,http://www.forbes.com/companies/john-deere/,0.0486426957292829,0.0884778480189391
ArcelorMittal,23.977,75.963,5.137,91.249,195,Materials,Iron & Steel,Europe,Luxembourg,Luxembourg,,Lakshmi Mittal,http://www.forbes.com/companies/arcelormittal/,0.0562965073589848,0.0676250279741453
Mitsui,27.651,56.609,3.547,107.797,196,Industrials,Trading Companies,Asia,Japan,Japan,,Tatsuo Yasunaga,http://www.forbes.com/companies/mitsui/,0.0329044407543809,0.0626578812556307
Abbott Laboratories,129.838,30.723,2.609,67.173,197,,,North America,United States,Illinois,Illinois,Miles D. White,http://www.forbes.com/companies/abbott-laboratories/,0.0388400101231149,0.0849200924388894
China Railway Group,24.32,110.536,2.613,137.302,198,Industrials,Construction Services,Asia,China,China,,Li Changjin,http://www.forbes.com/companies/china-railway-group/,0.0190310410627667,0.0236393573134544
Gilead Sciences,80.255,22.214,5.455,63.675,199,Health Care,Biotechs,North America,United States,California,California,John F. Milligan,http://www.forbes.com/companies/gilead-sciences/,0.0856694149980369,0.245565859367966
China Railway Construction,22.805,109.102,2.703,133.66,200,Industrials,Construction Services,Asia,China,China,,Shao Huang,http://www.forbes.com/companies/china-railway-construction/,0.02022295376328,0.0247749812102436
L'Oréal,153.01,31.779,4.596,43.963,201,Consumer Staples,Household/Personal Care,Europe,France,France,,Jean-Paul Agon,http://www.forbes.com/companies/loreal/,0.104542456156313,0.14462380817521
Exelon,47.67,36.444,2.009,119.666,202,Utilities,Electric Utilities,North America,United States,Illinois,Illinois,Chris M. Crane,http://www.forbes.com/companies/exelon/,0.016788394364314,0.0551256722642959
Delta Air Lines,38.101,44.94,4.086,61.841,203,Industrials,Airline,North America,United States,Georgia,Georgia,Ed Bastian,http://www.forbes.com/companies/delta-air-lines/,0.0660726702349574,0.0909212283044059
Renault,20.873,67.74,3.896,131.458,204,Consumer Discretionary,Auto & Truck Manufacturers,Europe,France,France,,Hiroto Saikawa,http://www.forbes.com/companies/renault/,0.0296368421853368,0.0575140242102155
Charter Communications,80.848,43.634,1.23,149.072,205,Consumer Discretionary,Broadcasting & Cable,North America,United States,New York,New York,Thomas Rutledge,http://www.forbes.com/companies/charter-communications/,0.00825104647418697,0.0281890269056241
Micron Technology,48.03,29.985,13.06,47.487,206,Information Technology,Semiconductors,North America,United States,Idaho,Idaho,Sanjay Mehrotra,http://www.forbes.com/companies/micron-technology/,0.275022637774549,0.435551108887777
Qatar National Bank,46.42,16.092,3.825,242.264,207,Financials,Regional Banks,Asia,Qatar,Qatar,,Abdulla Al-Khalifa,http://www.forbes.com/companies/qatar-national-bank/,0.015788561238979,0.237695749440716
Deutsche Post,43.104,72.614,2.448,59.958,208,Industrials,Air Courier,Europe,Germany,Germany,,Frank Appel,http://www.forbes.com/companies/deutsche-post/,0.0408285800060042,0.0337125072300107
HDFC Bank,89.939,15.745,2.871,169.151,209,Financials,Regional Banks,Asia,India,India,,Ramakant Nayak,http://www.forbes.com/companies/hdfc-bank/,0.0169730004552146,0.18234360114322
Altria Group,101.809,19.627,6.955,55.638,210,Consumer Staples,Tobacco,North America,United States,Virginia,Virginia,"Howard A. Willard, III",http://www.forbes.com/companies/altria-group/,0.125004493331895,0.354358791460743
Valero Energy,36.767,117.033,3.122,50.699,211,Energy,Oil & Gas Operations,North America,United States,Texas,Texas,Joe Gorder,http://www.forbes.com/companies/valero-energy/,0.0615791238485966,0.0266762366170225
Philip Morris International,131.45,29.453,7.692,38.042,212,Consumer Staples,Tobacco,North America,United States,New York,New York,André Calantzopoulos,http://www.forbes.com/companies/philip-morris-international/,0.20219757110562,0.261161851084779
DBS,51.561,13.638,4.133,404.192,213,Financials,Regional Banks,Asia,Singapore,Singapore,,Piyush Gupta,http://www.forbes.com/companies/dbs/,0.0102253384530124,0.303050300630591
BlackRock,72.333,14.089,4.269,159.573,214,Financials,Investment Services,North America,United States,New York,New York,Larry Fink,http://www.forbes.com/companies/blackrock/,0.0267526461243443,0.303002342252821
Southern Company,54.082,23.615,2.242,116.914,215,Utilities,Electric Utilities,North America,United States,Georgia,Georgia,Thomas A. Fanning,http://www.forbes.com/companies/southern-company/,0.0191764887010965,0.094939656997671
