Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Headquarters,State,CEO,Forbes Webpage,Profits as % of Assets,Profits as % of Revenue
Ares Capital,7.077,1.233,0.791,12.693,1769,Financials,Investment Services,North America,United States,New York,New York,Kipp deVeer III,http://www.forbes.com/companies/ares-capital/,0.0623178129677775,0.641524736415247
Nuernberger Beteiligungs,0.965,4.913,0.105,37.136,1769,Financials,Diversified Insurance,Europe,Germany,Germany,,Armin Zitzmann,http://www.forbes.com/companies/nuernberger-beteiligungs/,0.00282744506678156,0.021371870547527
Tokyo TY Financial Group,0.818,0.731,0.0542,49.078,1769,Financials,Regional Banks,Asia,Japan,Japan,,Takashi Sakamoto,http://www.forbes.com/companies/tokyo-ty-financial-group/,0.0011043644810302,0.0741450068399453
Senshu Ikeda Holdings,1.1,0.847,0.0898,48.921,1772,Financials,Regional Banks,Asia,Japan,Japan,,Kazuyuki Kataoka,http://www.forbes.com/companies/senshu-ikeda-holdings/,0.00183561251814149,0.106021251475797
BRF,5.329,10.483,-0.3523,14.171,1773,Consumer Staples,Food Processing,South America,Brazil,Brazil,,Lorival Luz Jr.,http://www.forbes.com/companies/brf-brasil-foods/,-0.0248606308658528,-0.0336067919488696
Liberbank,1.685,0.887,-0.3062,48.289,1774,Financials,Regional Banks,Europe,Spain,Spain,,Manuel Menéndez,http://www.forbes.com/companies/liberbank/,-0.00634098863095115,-0.345208568207441
Shandong Chenming Paper B HKD,3.964,4.618,0.58,17.019,1775,Materials,Paper & Paper Products,Asia,China,China,,Guang Geng,http://www.forbes.com/companies/shandong-chenming-paper-b-hkd/,0.0340795581409013,0.125595495885665
B3,13.43,1.151,0.406,11.677,1776,Financials,Investment Services,South America,Brazil,Brazil,,Gilson Finkelsztain,http://www.forbes.com/companies/b3/,0.0347692044189432,0.352736750651607
RusHydro,5.102,5.968,0.4117,18.003,1777,Utilities,Electric Utilities,Asia,Russia,Russia,,Nikolay Shulginov,http://www.forbes.com/companies/rushydro/,0.0228684108204188,0.0689845844504021
TransUnion,12.788,2.016,0.4519,5.164,1777,,,North America,United States,Illinois,Illinois,James Peck,http://www.forbes.com/companies/transunion/,0.0875096824167312,0.224156746031746
Maxis,10.902,2.104,0.5299,4.941,1779,Telecommunication Services,Telecommunications services,Asia,Malaysia,Malaysia,,Arshad Tun Uda,http://www.forbes.com/companies/maxis/,0.107245496862983,0.2518536121673
BBVA Banco Continental,6.838,1.827,0.4324,23.921,1780,Financials,Regional Banks,South America,Peru,Peru,,Eduardo Torres-Llosa,http://www.forbes.com/companies/bbva-banco-continental/,0.0180761673843067,0.236672140120416
Bank of Qingdao,3.614,1.898,0.2794,47.033,1781,Financials,Regional Banks,Asia,China,China,,Qing Chen,http://www.forbes.com/companies/bank-of-qingdao/,0.00594050985478281,0.147207586933614
Tongyang Life Insurance,1.122,5.551,0.1025,28.332,1782,Financials,Life & Health Insurance,Asia,South Korea,South Korea,,Han-Suh Koo,http://www.forbes.com/companies/tongyang-life-insurance/,0.00361781730904984,0.0184651414159611
Sunshine City Group,4.725,4.887,0.3131,36.032,1783,,,Asia,China,China,,Teng Lin,http://www.forbes.com/companies/sunshine-city-group/,0.00868949822380107,0.0640679353386536
Square,22.024,2.421,-0.0717,2.38,1784,Information Technology,Software & Programming,North America,United States,California,California,,http://www.forbes.com/companies/square/,-0.0301260504201681,-0.0296158612143742
Grupo Galicia,7.11,3.957,0.503,18.115,1785,Financials,Regional Banks,South America,Argentina,Argentina,,Pedro Richards,http://www.forbes.com/companies/grupo-galicia/,0.0277670438862821,0.127116502400809
Inventec,2.785,15.367,0.222,7.015,1786,Information Technology,Computer Hardware,Asia,Taiwan,Taiwan,,Kuo Huang,http://www.forbes.com/companies/inventec/,0.0316464718460442,0.0144465412897768
Syndicate Bank,1.082,3.939,0.0772,46.291,1786,Financials,Regional Banks,Asia,India,India,,Melwyn Rego,http://www.forbes.com/companies/syndicate-bank/,0.00166771078611393,0.0195988829652196
Microchip Technology,21.782,3.981,0.2554,8.257,1788,Information Technology,Semiconductors,North America,United States,Arizona,Arizona,Steve Sanghi,http://www.forbes.com/companies/microchip-technology/,0.0309313309918857,0.0641547349912082
Supervalu,0.623,15.336,0.045,4.387,1788,Consumer Staples,Food Retail,North America,United States,Minnesota,Minnesota,Mark Gross,http://www.forbes.com/companies/supervalu/,0.0102575792113061,0.00293427230046948
Empresas CMPC,9.974,5.408,0.2582,15.164,1790,Materials,Forest Products,South America,Chile,Chile,,Hernán Wilson,http://www.forbes.com/companies/empresas-cmpc/,0.0170271696122395,0.0477440828402367
Popular,4.711,2.215,0.1061,45.757,1791,Financials,Regional Banks,North America,Puerto Rico,Puerto Rico,,Ignacio Alvarez,http://www.forbes.com/companies/popular/,0.00231877089844177,0.0479006772009029
Taiwan Mobile,12.297,3.956,0.457,5.325,1791,Telecommunication Services,Telecommunications services,Asia,Taiwan,Taiwan,,Chun Cheng,http://www.forbes.com/companies/taiwan-mobile/,0.0858215962441315,0.115520728008089
Jiangsu Zhongnan Construction Group,4.439,5.233,0.1254,30.246,1793,,,Asia,China,China,,Jin Chen,http://www.forbes.com/companies/jiangsu-zhongnan-construction-group/,0.00414600277722674,0.0239633097649532
Keiyo Bank,1.232,0.574,0.1093,45.035,1794,Financials,Regional Banks,Asia,Japan,Japan,,Jian Lu,http://www.forbes.com/companies/keiyo-bank/,0.00242700122127234,0.190418118466899
Hokkoku Bank,1.188,0.601,0.0917,44.879,1795,Financials,Regional Banks,Asia,Japan,Japan,,Tateki Ataka,http://www.forbes.com/companies/hokkoku-bank/,0.00204327190891063,0.152579034941764
Nippon Paint,14.397,5.398,0.3311,8.172,1795,Materials,Diversified Chemicals,Asia,Japan,Japan,,Goh Jin,http://www.forbes.com/companies/nippon-paint/,0.0405163974547234,0.0613375324194146
Ramsay Health Care,9.761,6.77,0.3676,6.867,1797,Health Care,Healthcare Services,Australia,Australia,Australia,,Craig McNally,http://www.forbes.com/companies/ramsay-health-care/,0.0535313819717489,0.0542983751846381
Yamada Denki,5.017,14.2,0.269,11.054,1798,Information Technology,Computer & Electronics Retail,Asia,Japan,Japan,,Tadao Ichimiya,http://www.forbes.com/companies/yamada-denki/,0.0243350823231409,0.018943661971831
JB Financial Group,0.888,2.062,0.1819,44.457,1799,Financials,Regional Banks,Asia,South Korea,South Korea,,Han Kim,http://www.forbes.com/companies/jb-financial-group/,0.00409159412465978,0.0882153249272551
Kingboard Chemical Holdings,4.157,5.538,0.7178,11.295,1799,Materials,Specialized Chemicals,Asia,Hong Kong,Hong Kong,,Wing Chang,http://www.forbes.com/companies/kingboard-chemical-holdings/,0.0635502434705622,0.129613578909354
United Utilities,7.083,2.188,0.543,16.593,1799,Utilities,Diversified Utilities,Europe,United Kingdom,United Kingdom,,Steven Mogford,http://www.forbes.com/companies/united-utilities/,0.032724642921714,0.248171846435101
SK Networks,1.168,14.701,0.0205,6.751,1802,Industrials,Trading Companies,Asia,South Korea,South Korea,,Shin-Won Choi,http://www.forbes.com/companies/sk-networks/,0.00303658717227077,0.00139446296170329
Hella Kgaa Hueck &,7.166,8.009,0.4294,6.935,1803,Consumer Discretionary,Auto & Truck Parts,Europe,Germany,Germany,,Sang-Gyu Park,http://www.forbes.com/companies/hella-kgaa-hueck/,0.0619178082191781,0.0536146834810838
Sydney Airport,12.139,1.131,0.4542,9.639,1803,Industrials,Other Transportation,Australia,Australia,Australia,,Geoff Culbert,http://www.forbes.com/companies/sydney-airport/,0.0471210706504824,0.40159151193634
Japan Securities,0.593,0.24,0.0357,43.736,1805,Financials,Investment Services,Asia,Japan,Japan,,Minoru Masubuchi,http://www.forbes.com/companies/japan-securities/,0.000816261203585147,0.14875
Hyatt Hotels,9.526,4.404,0.59,7.987,1806,Consumer Discretionary,Hotels & Motels,North America,United States,Illinois,Illinois,Mark Hoplamazian,http://www.forbes.com/companies/hyatt-hotels/,0.0738700388130712,0.133969118982743
Sysmex,18.054,2.544,0.3539,3.028,1807,Health Care,Medical Equipment & Supplies,Asia,Japan,Japan,,Hisashi Ietsugu,http://www.forbes.com/companies/sysmex/,0.116875825627477,0.139111635220126
Fastighets Balder,4.902,0.694,0.8333,12.978,1808,Financials,Consumer Financial Services,Europe,Sweden,Sweden,,Kjell Torne,http://www.forbes.com/companies/fastighets-balder/,0.0642086608106026,1.2007204610951
Hyakujushi Bank,0.99,0.643,0.0785,43.117,1808,Financials,Regional Banks,Asia,Japan,Japan,,Tomoki Watanabe,http://www.forbes.com/companies/hyakujushi-bank/,0.00182062759468423,0.122083981337481
Remgro,10.152,2.039,0.5518,9.6,1808,Industrials,Conglomerates,Africa,South Africa,South Africa,,Jan Durand,http://www.forbes.com/companies/remgro/,0.0574791666666667,0.270622854340363
Genting,8.341,4.656,0.3218,23.223,1811,Consumer Discretionary,Casinos & Gaming,Asia,Malaysia,Malaysia,,Kok Lim,http://www.forbes.com/companies/genting/,0.013856952159497,0.0691151202749141
ONO Pharmaceutical,12.09,2.362,0.4537,5.728,1812,Health Care,Pharmaceuticals,Asia,Japan,Japan,,Toshiharu Korekane,http://www.forbes.com/companies/ono-pharmaceutical/,0.0792074022346369,0.192082980524979
EFG International,2.331,1.569,-0.0608,42.702,1813,Financials,Regional Banks,Europe,Switzerland,Switzerland,,Piergiorgio Pradelli,http://www.forbes.com/companies/efg-international/,-0.00142382089831858,-0.0387507966857871
Tapestry,13.251,5.53,0.3375,6.588,1814,Consumer Discretionary,Apparel/Footwear Retail,North America,United States,New York,New York,Victor Luís,http://www.forbes.com/companies/tapestry/,0.0512295081967213,0.0610307414104882
Broadridge Financial,13.858,4.4,0.4082,3.485,1815,Consumer Discretionary,Business & Personal Services,North America,United States,New York,New York,Rich Daly,http://www.forbes.com/companies/broadridge-financial/,0.11713055954089,0.0927727272727273
BOK Financial,6.781,1.656,0.3483,33.361,1816,Financials,Regional Banks,North America,United States,Oklahoma,Oklahoma,Steve Bradshaw,http://www.forbes.com/companies/bok-financial/,0.0104403345223465,0.210326086956522
Safaricom,11.074,2.186,0.4923,1.803,1817,Telecommunication Services,Telecommunications services,,Kenya,Kenya,,Nicholas Nganga,http://www.forbes.com/companies/safaricom/,0.273044925124792,0.225205855443733
First Citizens BancShares,5.331,1.629,0.3564,34.436,1818,Financials,Regional Banks,North America,United States,North Carolina,North Carolina,Frank Holding Jr.,http://www.forbes.com/companies/first-citizens-bancshares/,0.0103496341038448,0.21878453038674
GS Engineering,2.864,10.896,0.0953,12.794,1819,Industrials,Construction Services,Asia,South Korea,South Korea,,Chang-Soo Huh,http://www.forbes.com/companies/gs-engineering/,0.0074488041269345,0.00874632892804699
Kiyo Bank,1.161,0.631,0.1052,42.237,1819,Financials,Regional Banks,Asia,Japan,Japan,,Byung-Yong Lim,http://www.forbes.com/companies/kiyo-bank/,0.00249070719984847,0.166719492868463
Harel Insurance Investments & Financial Services,1.57,5.119,0.1902,29.91,1821,Financials,Diversified Insurance,Asia,Israel,Israel,,Yair Hamburger,http://www.forbes.com/companies/harel-insurance-investments-financial-services/,0.00635907723169509,0.0371556944715765
Land Securities Group,9.825,1.047,0.2214,19.944,1822,Financials,Real Estate,Europe,United Kingdom,United Kingdom,,Robert Noel,http://www.forbes.com/companies/land-securities-group/,0.011101083032491,0.211461318051576
United Aircraft,4.817,7.682,-0.023,17.184,1822,Industrials,Aerospace & Defense,Asia,Russia,Russia,,Yury Slyusar,http://www.forbes.com/companies/united-aircraft/,-0.00133845437616387,-0.0029940119760479
Basler Kantonalbank,0.397,0.748,0.1532,41.837,1824,Financials,Regional Banks,Europe,Switzerland,Switzerland,,Guy Lachappelle,http://www.forbes.com/companies/basler-kantonalbank/,0.00366183043717284,0.204812834224599
NiSource,8.42,5.027,0.1933,20.098,1825,Utilities,Natural Gas Utilities,North America,United States,Indiana,Indiana,Joseph Hamrock,http://www.forbes.com/companies/nisource/,0.00961787242511693,0.038452357270738
Barry Callebaut,9.975,6.99,0.3426,6.546,1826,Consumer Staples,Food Processing,Europe,Switzerland,Switzerland,,Antoine de Saint-Affrique,http://www.forbes.com/companies/barry-callebaut/,0.0523373052245646,0.0490128755364807
Banque Centrale Populaire,5.682,2.707,0.2929,41.036,1827,Financials,Regional Banks,Africa,Morocco,Morocco,,Mohamed Benchaaboun,http://www.forbes.com/companies/banque-centrale-populaire/,0.00713763524710011,0.108200960472848
Grand Industrial Holding,0.898,14.017,-0.0479,1.204,1828,,,Asia,China,China,,Bo Jin,http://www.forbes.com/companies/grand-industrial-holding/,-0.0397840531561462,-0.00341727901833488
Sino Biopharmaceutical,19.792,2.193,0.321,3.215,1828,Health Care,Biotechs,Asia,Hong Kong,Hong Kong,,Ping Tse,http://www.forbes.com/companies/sino-biopharmaceutical/,0.0998444790046656,0.146374829001368
NH Investment & Securities,4.65,1.303,0.3097,41,1830,Financials,Investment Services,Asia,South Korea,South Korea,,Young-Chae Jeong,http://www.forbes.com/companies/nh-investment-securities/,0.00755365853658537,0.237682271680737
MTU Aero Engines AG,9.442,5.681,0.4266,7.566,1831,Industrials,Aerospace & Defense,Europe,Germany,Germany,,Egon Behle,http://www.forbes.com/companies/mtu-aero-engines-ag/,0.0563838223632038,0.0750924133075163
RMB Holdings,8.879,0.002,0.6244,3.632,1832,Financials,Investment Services,Africa,South Africa,South Africa,,Hermanus Bosman,http://www.forbes.com/companies/rmb-holdings/,0.171916299559471,312.2
Hengli Petrochemical,13.169,4.456,0.3827,11.762,1833,Industrials,Other Industrial Equipment,Asia,China,China,,Hong Fan,http://www.forbes.com/companies/hengli-petrochemical/,0.0325369835062064,0.0858842010771993
Korea Zinc,7.231,5.835,0.5564,6.574,1834,Materials,Diversified Metals & Mining,Asia,South Korea,South Korea,,Wei Wang,http://www.forbes.com/companies/korea-zinc/,0.0846364466078491,0.0953556126820908
Power Finance,3.252,4.117,0.3335,39.954,1834,Consumer Discretionary,Business & Personal Services,Asia,India,India,,Rajeev Sharma,http://www.forbes.com/companies/power-finance/,0.00834709916403864,0.0810055865921788
First Horizon National,6.23,1.657,0.2021,40.463,1836,Financials,Regional Banks,North America,United States,Tennessee,Tennessee,D. Jordan,http://www.forbes.com/companies/first-horizon-national/,0.00499468650371945,0.121967410983705
Pou Chen,3.723,9.159,0.4247,10.145,1836,Consumer Discretionary,Apparel/Accessories,Asia,Taiwan,Taiwan,,Chin Lu,http://www.forbes.com/companies/pou-chen/,0.0418629866929522,0.0463696910143029
Commercial Bank of Qatar,4.022,1.832,0.1858,40.183,1838,Financials,Regional Banks,Asia,Qatar,Qatar,,Joseph Abraham,http://www.forbes.com/companies/commercial-bank-of-qatar/,0.00462384590498469,0.101419213973799
Unisplendour,11.444,6.221,0.2275,6.801,1839,Information Technology,Computer Hardware,Asia,China,China,,Xu Kang,http://www.forbes.com/companies/unisplendour/,0.0334509630936627,0.0365696833306542
Musashino Bank,1.13,0.532,0.0945,39.938,1840,Financials,Regional Banks,Asia,Japan,Japan,,Kikuo Kato,http://www.forbes.com/companies/musashino-bank/,0.00236616755971756,0.177631578947368
Bank of Queensland,2.978,1.76,0.2818,39.938,1841,Financials,Regional Banks,Australia,Australia,Australia,,Jon Sutton,http://www.forbes.com/companies/bank-of-queensland/,0.00705593670188793,0.160113636363636
Isetan Mitsukoshi Holdings,4.701,11.448,-0.0087,12.075,1841,Consumer Discretionary,Department Stores,Asia,Japan,Japan,,Ken Akamatsu,http://www.forbes.com/companies/isetan-mitsukoshi-holdings/,-0.000720496894409938,-0.000759958071278826
China National Chemical,6.043,9.455,0.2485,13.832,1843,Industrials,Construction Services,Asia,China,China,,Jin Yu,http://www.forbes.com/companies/china-national-chemical/,0.0179655870445344,0.0262823902696986
CSPC Pharmaceutical Group,16.781,1.984,0.3555,2.756,1844,,,Asia,Hong Kong,Hong Kong,,Dong Cai,http://www.forbes.com/companies/cspc-pharmaceutical-group/,0.128991291727141,0.179183467741935
Marks & Spencer,6.458,13.622,0.2342,10.617,1845,Consumer Discretionary,Department Stores,Europe,United Kingdom,United Kingdom,,Wei Pan,http://www.forbes.com/companies/marks-spencer/,0.0220589620420081,0.017192776391132
Marine Harvest ASA,10.382,4.129,0.5093,5.2,1846,Consumer Staples,Food Processing,Europe,Norway,Norway,,Alf-Helge Aarskog,http://www.forbes.com/companies/marine-harvest-asa/,0.0979423076923077,0.123347057398886
Amorepacific,18.726,4.488,0.312,5.265,1847,Consumer Staples,Household/Personal Care,Asia,South Korea,South Korea,,Kyung-Bae Suh,http://www.forbes.com/companies/amorepacific/,0.0592592592592593,0.0695187165775401
FIBI Holdings,0.883,1.302,0.0904,39.117,1848,Financials,Regional Banks,Asia,Israel,Israel,,Jacob Sitt,http://www.forbes.com/companies/fibi-holdings/,0.00231101567093591,0.069431643625192
